Server_1,Server_2,Server_3,Server_4,Server_5, Server_6,Server_7,Server_8,Server_9,Server_10,Server_11,Server_12,Server_13,Server_14,Server_15,Server_16,Server_17,Server_18,Server_19,Server_20,Server_21,Server_22,Server_23,Server_24,Server_25
995,1152,92,37,408,35,105,116,286,359,520,2701,218,125,462,480,130,307,156,653,95,101,6225,270,2254
297,1111,90,29,397,35,105,138,601,325,750,3854,219,133,460,493,131,308,164,849,113,77,891,235,2250
338,1059,1166,27,414,33,109,97,348,607,521,2869,221,128,474,496,130,309,474,769,111,146,2370,379,2242
1162,1091,89,24,398,32,107,106,692,312,520,1954,218,128,494,489,133,332,273,781,113,115,10711,248,2313
522,1396,282,29,401,37,107,121,166,345,517,2362,225,127,605,480,132,310,141,846,132,66,2119,220,2243
299,1094,87,24,395,34,105,183,82,366,521,2562,408,303,590,513,139,777,274,955,129,85,895,313,2244
411,1072,87,25,395,35,106,216,82,311,609,2552,220,127,579,484,129,490,266,990,116,97,913,507,2245
532,1096,89,27,397,39,108,279,365,388,3023,4426,254,125,472,492,135,503,486,562,93,184,539,242,2247
300,1065,97,24,466,35,106,130,121,510,520,2048,228,126,543,504,129,522,780,607,93,156,889,233,2404
286,1106,87,25,397,33,110,193,987,313,520,2443,221,130,490,484,133,641,629,683,104,101,581,553,2254
387,5505,96,28,395,33,109,170,95,300,522,2593,228,126,490,492,136,492,246,578,95,71,813,1585,2248
307,1073,277,23,395,36,104,2180,88,331,518,1955,221,129,475,480,134,510,752,584,114,113,890,260,2250
306,1062,187,25,402,34,106,134,86,300,518,1998,218,128,532,491,129,501,1600,634,100,75,895,973,2242
691,1565,86,32,394,35,102,110,84,572,751,2093,221,127,458,486,131,644,2471,563,125,62,10302,239,2246
491,1099,244,24,395,185,104,3025,496,506,519,2366,219,127,579,478,131,749,276,585,99,84,4955,243,2244
309,1065,112,29,395,34,105,196,88,515,516,2597,221,128,807,512,131,491,178,915,200,94,1300,250,2247
319,1090,88,25,397,32,104,100,82,604,518,1908,237,127,1041,480,130,495,370,713,123,101,1028,486,2248
391,1086,85,24,401,35,105,156,422,368,518,2066,525,127,923,501,130,1069,231,580,96,68,1317,546,2243
302,1174,120,24,432,33,106,121,84,666,521,2847,220,127,1122,493,130,495,239,649,105,83,539,285,2241
293,1066,86,27,401,34,105,107,84,331,753,6634,222,125,1170,481,131,561,364,619,97,78,2022,259,2241
302,1124,85,25,406,168,105,128,83,406,517,5295,217,126,1086,477,129,515,151,573,104,71,888,266,2241
406,1095,85,24,394,33,107,162,535,283,528,1966,230,131,724,482,135,527,1262,809,95,74,4260,263,2244
309,1112,251,27,393,33,107,152,83,465,521,1983,221,159,592,479,135,495,251,552,94,59,546,491,2242
269,1084,84,24,408,36,102,153,997,305,518,2021,223,134,720,481,131,522,184,2394,117,73,4014,216,2246
313,1166,86,25,395,33,104,139,84,309,517,2085,218,126,605,495,130,493,403,592,100,64,1890,267,2240
271,1100,85,29,393,32,104,149,84,339,792,2030,237,128,800,3557,128,492,268,568,108,77,2849,274,2253
304,1074,271,25,404,33,104,111,90,396,521,1967,219,126,822,491,130,493,243,586,92,57,12798,219,2239
782,1117,84,24,395,33,102,102,720,324,518,1920,219,125,750,485,130,498,255,591,95,59,3597,297,2237
782,1071,87,26,398,33,103,112,93,333,519,1933,222,129,648,478,131,584,518,556,91,70,9806,504,2247
313,1079,228,24,393,33,102,180,86,415,517,1952,223,130,854,490,129,496,260,560,103,68,854,243,2258
274,1124,86,27,393,34,103,124,91,301,604,1963,221,130,658,476,128,502,231,561,98,424,534,219,2412
281,1259,84,25,393,34,103,119,84,382,518,1985,219,135,735,489,128,489,725,641,97,71,3989,343,2242
262,1104,85,24,391,34,102,96,84,326,517,1944,217,126,667,475,144,492,119,592,93,463,3977,500,2242
622,1224,85,25,395,33,103,3069,82,332,516,1940,219,126,619,483,129,792,124,590,94,73,1484,270,2241
301,1070,85,25,390,34,102,112,632,310,517,1935,220,128,794,478,129,513,131,591,126,64,1552,241,2239
455,1114,86,23,391,33,105,146,83,298,521,1995,217,130,679,476,128,527,189,548,100,119,1309,313,2248
262,1066,87,27,395,32,105,180,83,328,705,2141,218,129,760,494,130,492,540,557,96,140,907,336,2245
605,1058,86,26,391,34,104,210,85,452,518,2026,222,125,917,479,128,576,640,552,115,87,4949,228,2257
266,1140,86,25,390,32,101,131,85,327,517,1943,284,126,1015,476,128,489,312,594,95,128,552,234,2249
261,1077,90,30,394,32,101,139,83,466,515,1980,219,125,823,492,128,485,360,609,91,70,3181,474,2245
454,1105,84,23,390,34,102,97,83,299,518,1998,219,128,1029,474,129,502,128,584,90,61,1439,366,2245
275,1082,84,25,391,33,103,223,84,327,516,2139,217,125,843,473,128,485,293,554,90,62,895,293,2254
283,1054,85,24,392,41,102,43162,92,306,702,1959,220,126,961,478,130,489,437,590,100,59,959,231,2248
281,1057,84,25,392,34,102,101,83,286,517,1989,218,129,701,476,129,486,283,556,93,59,2702,255,2252
257,1096,1078,23,393,32,104,135,85,315,517,1925,219,125,714,475,129,490,431,648,103,69,810,487,2254
340,1082,85,25,392,35,108,120,97,310,516,1946,241,124,859,476,129,502,434,717,107,61,532,201,2245
254,1057,83,23,393,32,103,130,92,291,516,2096,218,125,748,476,128,490,132,565,112,60,537,264,2245
578,1075,86,28,393,37,104,191,104,320,519,2369,220,125,767,474,128,489,280,570,93,58,957,480,2257
265,1065,86,24,391,34,102,139,82,354,748,5083,216,125,627,476,132,489,124,558,103,57,1351,210,2243
257,1078,85,24,393,34,103,110,90,314,517,8305,218,130,509,476,128,511,187,584,108,69,962,242,2255
251,1063,108,24,390,35,102,126,82,336,518,5201,219,130,497,480,125,484,188,550,104,163,4575,364,2245
264,1056,130,26,393,34,102,135,327,288,516,6692,220,127,487,474,131,516,334,554,130,81,4517,344,2243
270,1071,88,24,375,32,102,115,152,326,517,11148,217,130,460,443,130,489,344,724,173,92,1481,592,2248
267,1079,85,24,456,33,101,269,82,286,516,8228,219,127,458,475,128,487,423,551,193,57,1141,519,2244
256,1100,87,26,389,34,101,97,83,293,750,9949,219,126,465,492,130,483,345,548,104,82,1532,236,2258
773,1419,627,327,544,127,103,99,85,284,519,13421,220,126,467,475,130,488,138,547,100,73,4198,226,2264
283,1131,85,24,391,32,104,115,83,298,518,23045,218,139,456,474,130,487,1454,609,96,57,2376,509,2255
271,1062,87,28,392,32,104,98,82,550,516,23186,216,126,459,481,141,488,326,560,103,59,972,343,2262
257,1052,86,25,390,33,103,42027,106,286,516,20988,216,124,463,476,134,486,248,561,96,82,543,243,2244
260,1118,86,26,392,32,102,141,94,289,516,29015,219,373,484,674,128,543,115,633,90,75,538,267,2250
259,1083,542,22,391,32,102,105,83,283,786,28251,232,124,464,475,128,739,148,766,93,86,2371,271,2255
257,1082,85,27,390,33,101,94,83,329,600,47104,219,130,459,476,129,488,302,556,103,64,820,279,2414
259,1130,1141,23,389,33,101,148,134,298,536,196546,217,131,470,478,130,486,359,556,92,60,3156,370,2541
257,1112,108,26,391,32,102,111,476,287,517,52329,224,126,460,475,128,3458,476,569,92,57,3074,506,2254
263,1088,275,27,392,33,104,112,224,372,523,82474,219,126,465,475,128,507,286,583,92,56,7527,265,2428
253,1255,84,24,397,33,101,132,194,296,515,96857,219,133,602,474,134,486,465,597,101,56,1148,259,2419
264,1106,86,26,396,33,102,152,191,289,515,44780,217,129,464,473,129,616,387,550,92,74,535,281,2259
256,1232,85,68,391,33,102,117,82,317,683,220320,217,124,466,475,130,513,215,558,126,60,1036,290,2429
257,1248,88,23,395,33,106,117,82,290,516,81618,219,125,459,473,130,495,164,547,93,84,538,305,2306
256,5234,87,24,390,33,101,109,141,282,517,46801,220,126,458,477,128,567,269,667,100,73,1193,267,2254
262,47264,87,23,393,32,103,96,167,286,520,30899,220,130,461,506,139,488,161,582,114,93,891,411,2262
255,1182,106,38,391,32,102,171,537,284,516,28472,238,166,465,492,130,491,259,586,95,56,539,310,2256
282,1177,150,45,398,47,117,111,600,320,558,25314,219,125,462,475,130,510,194,559,96,56,1470,319,2275
260,1183,111,25,390,48,104,95,84,286,683,45612,218,158,356,475,127,510,415,547,110,59,4492,252,2261
259,1216,84,25,390,33,102,118,83,284,516,10093,219,125,351,479,130,3453,183,555,94,85,558,233,2587
261,1088,84,24,390,33,102,98,95,285,518,9527,222,127,356,473,130,498,292,563,109,60,4365,499,2253
261,1080,85,24,391,33,101,111,448,287,532,177573,217,129,352,474,134,488,263,574,91,61,1044,532,2274
253,1083,83,27,389,41,103,189,93,309,520,11496,219,130,352,618,134,487,503,554,92,60,971,238,2250
257,1101,85,26,390,32,109,114,154,292,517,6164,219,123,357,474,128,490,116,550,119,58,579,515,2266
250,1485,110,24,396,33,103,162,95,280,683,6093,217,124,350,468,130,494,873,570,94,60,534,286,2269
254,1097,94,28,384,34,101,183,84,328,516,6302,230,149,355,443,125,489,446,579,94,58,3480,264,2260
255,1113,114,27,401,37,104,113,95,358,517,6645,218,126,367,441,135,487,627,551,108,56,1068,267,2280
253,1097,107,25,364,33,118,94,89,287,516,7251,220,125,353,455,126,508,624,555,92,56,898,271,2275
255,1062,89,25,366,33,102,133,89,279,516,6220,219,130,371,441,132,666,523,568,100,63,1368,265,2264
254,23139,83,38,363,34,102,113,89,285,515,7045,217,130,364,465,127,511,462,572,106,65,1054,268,2472
257,1206,136,24,382,33,101,42109,90,281,683,5937,243,127,367,475,128,1078,550,553,94,59,902,274,2254
258,1127,105,31,389,33,101,110,92,324,569,5988,219,124,382,479,128,589,685,558,90,58,810,245,2265
254,1186,882,27,395,33,101,100,100,283,519,5455,218,131,357,476,130,488,356,550,91,60,705,241,2258
257,1129,107,25,390,32,104,108,85,293,517,5786,221,125,358,473,130,3497,682,553,92,60,881,265,2263
263,1101,132,26,396,33,102,130,87,304,518,5072,217,126,374,476,130,492,1039,562,93,112,527,242,2400
621,1084,113,26,391,32,104,110,379,289,517,4817,219,125,359,472,130,515,964,559,91,115,548,1843,2248
253,1058,84,24,391,33,102,109,86,284,683,5424,219,130,613,473,133,485,627,562,97,59,2840,519,2261
256,1061,82,25,391,33,102,110,82,295,516,5174,217,126,388,474,129,498,775,570,92,56,532,281,2273
255,1059,84,27,392,33,104,95,84,283,517,5744,217,124,368,483,135,894,799,703,91,56,1049,232,2251
259,1098,105,25,391,33,103,108,82,304,518,6202,216,133,376,476,128,486,684,549,94,76,696,269,2268
250,1126,82,25,394,33,102,202,99,315,518,5217,217,130,397,487,129,487,668,557,97,57,1067,268,2270
263,1062,85,30,390,37,106,154,95,331,516,4611,217,154,359,471,131,485,454,552,91,58,534,236,2331
255,1142,130,27,390,32,102,107,156,313,682,5123,216,130,368,474,131,485,659,557,122,59,885,237,2268
255,1188,106,24,397,733,104,115,88,338,516,2848,218,127,505,481,129,310,623,582,140,56,522,235,2266
258,1084,107,27,391,32,102,111,83,304,516,4613,221,126,447,481,128,338,526,563,97,57,538,251,2263
258,1106,85,24,393,32,101,107,739,286,4794,4115,220,125,534,476,132,306,604,557,92,56,527,500,2269
256,1079,129,26,391,35,103,205,367,308,521,2209,220,126,376,474,130,308,1329,575,113,56,793,270,2357
259,1680,84,25,392,32,105,137,83,287,516,5796,220,125,515,478,130,305,2685,642,121,57,1216,516,2261
263,1076,83,24,392,33,125,113,91,307,682,2026,219,132,361,474,131,339,443,816,137,62,529,262,2257
259,1064,269,27,393,33,103,123,644,292,519,2238,218,127,512,475,130,562,443,630,123,60,533,507,2256
257,1117,85,26,392,35,106,99,796,365,521,2009,221,130,380,479,130,328,426,554,123,61,980,243,2261
298,1124,233,26,398,34,102,144,87,313,517,2024,510,127,371,475,130,305,194,553,121,58,699,1814,2263
534,1120,87,23,394,35,110,115,142,347,521,2237,218,189,368,477,132,448,550,590,287,64,706,871,2266
270,1105,84,24,391,33,104,109,85,286,517,4457,220,128,366,478,132,322,350,584,117,60,559,297,2256
255,1511,85,25,424,33,104,101,211,325,689,2269,219,129,364,476,130,309,416,658,99,66,4444,238,2259
264,1059,83,25,400,33,106,183,223,354,517,2469,240,125,391,474,130,329,209,800,123,58,533,359,2264
281,1064,86,24,398,34,107,105,83,296,518,3832,220,134,383,483,149,307,642,585,167,65,525,1508,2257
819,1077,83,24,399,33,111,4834,95,331,519,2914,220,125,394,484,129,324,1056,570,231,60,895,844,2258
283,1238,90,38,392,462,134,113,139,341,560,2014,271,128,355,476,133,336,476,638,112,62,903,234,2265
260,1107,84,26,414,34,103,181,807,307,516,3923,247,172,408,484,133,365,506,550,108,81,5804,343,2736
322,1080,84,24,392,33,103,109,976,332,750,2149,219,126,381,477,133,324,799,576,98,120,4150,266,2259
673,1828,84,23,414,33,104,150,386,319,563,2376,217,130,392,479,138,561,888,603,93,117,965,11894,2566
375,1082,84,24,392,36,103,96,470,372,516,2594,221,128,374,476,130,308,697,563,101,2625,1514,258,2274
321,1133,83,26,392,35,105,194,150,396,518,2136,220,127,375,506,130,330,813,628,121,6015,892,1053,2289
335,1072,224,25,396,36,103,113,84,348,516,3870,219,155,364,477,135,332,706,572,93,74,1140,674,2784
314,1066,256,31,408,32,102,132,101,294,518,2295,217,127,373,481,130,319,554,556,112,66,839,243,2318
621,1092,196,48,393,33,104,127,102,434,751,3020,218,127,412,478,130,342,1010,602,121,112,897,233,2478
267,1081,90,39,1047,33,103,110,83,478,519,2075,229,128,353,478,132,307,779,665,97,70,533,2121,2525
290,1132,86,26,395,37,103,111,283,310,517,3628,219,125,356,481,132,307,347,611,127,146,2358,441,2533
743,1095,85,28,401,32,103,168,169,549,516,5492,241,128,357,482,135,328,669,561,106,3309,3207,220,2708
342,1071,86,37,395,34,102,148,84,332,518,6064,229,125,358,484,129,314,602,650,114,73,536,206,2323
301,1132,219,28,393,35,108,100,85,324,518,4462,217,150,371,480,129,309,556,603,106,72,1024,250,2343
309,1099,86,25,393,32,103,118,82,330,941,2153,220,125,409,476,134,307,448,559,104,85,1284,1843,2320
272,1118,85,26,402,33,102,137,84,1768,516,1957,228,127,352,477,129,323,531,621,101,72,1857,480,2319
279,1289,86,27,394,320,107,106,152,337,517,2137,245,125,392,482,129,324,986,5775,116,64,532,500,2311
263,1096,131,24,404,33,104,147,127,504,516,2277,223,127,582,494,133,313,924,549,187,83,1552,279,2314
331,1128,249,26,393,34,160,109,83,288,521,1939,228,128,442,476,133,323,2255,558,111,489,1395,505,2325
289,1104,86,25,411,32,104,113,803,324,2620,1920,220,126,492,480,137,306,949,670,141,115,2195,1811,2319
286,1121,88,27,396,33,105,114,83,407,519,1954,220,125,433,508,143,349,490,603,109,110,876,332,2314
1110,1638,84,24,393,34,102,155,85,301,520,1955,217,125,359,479,132,367,857,598,110,94,889,798,2247
680,1087,107,26,396,34,105,129,271,305,519,1921,226,126,365,483,129,311,697,593,114,57,532,217,2248
308,1093,85,26,392,33,102,151,254,300,522,1920,219,127,405,486,131,311,752,656,116,71,875,213,2252
278,1054,84,24,395,32,102,115,100,303,517,1974,220,125,358,480,133,326,880,661,128,93,525,244,2255
273,1133,212,25,395,33,105,176,125,297,756,1994,223,126,354,477,135,308,718,727,100,456,6052,302,2252
710,1082,84,24,391,35,102,96,84,395,516,1957,236,127,347,485,130,312,1117,621,117,68,3243,1067,2244
280,6703,86,27,393,34,102,101,83,334,515,2990,234,127,354,476,136,306,1200,560,121,216,1568,258,2246
266,1172,83,26,395,33,103,135,83,378,517,1979,217,130,351,476,129,313,1435,748,104,102,5364,223,2246
274,1103,195,25,394,34,104,2218,429,307,520,1987,224,128,354,477,129,326,356,553,137,62,2433,247,2248
734,1097,85,94,392,37,107,98,114,346,526,1970,219,127,364,479,129,330,617,578,110,95,900,232,2257
263,1200,213,33,393,34,101,170,387,288,745,1965,227,127,355,477,131,310,2425,590,290,199,536,480,2246
275,1096,225,27,415,32,103,97,81,286,519,1931,253,126,352,473,257,329,1106,609,101,382,534,485,2243
269,1074,255,24,391,33,102,111,82,347,517,1978,225,125,362,478,131,311,687,660,90,2073,5674,223,2245
311,1076,264,24,392,33,101,108,96,337,521,1974,217,130,486,481,129,308,438,732,104,697,3937,313,2245
309,1090,139,24,392,35,102,189,636,290,516,1907,232,125,350,474,157,314,499,594,113,102,957,1692,2389
271,1056,106,25,393,84,102,121,87,347,519,2072,217,363,351,476,129,324,1557,622,103,72,4465,494,2247
293,1110,1458,25,392,35,103,98,83,301,800,1954,238,126,358,474,130,308,666,556,158,214,899,607,2245
290,1090,86,25,397,33,105,143,82,300,517,1897,219,125,357,480,129,308,743,585,89,111,960,221,2251
257,1116,223,22,391,34,103,128,83,294,516,1906,219,132,357,477,129,329,891,616,90,62,1140,460,2247
419,1078,84,24,391,32,102,96,258,285,517,1897,217,125,358,474,131,571,601,602,103,60,879,2093,2244
257,1345,180,26,390,32,102,132,82,397,520,1927,388,126,368,480,128,314,1350,554,92,104,533,503,2534
269,1108,266,23,390,33,106,169,92,338,570,1921,220,131,369,483,131,310,744,543,109,57,1365,485,2246
274,1084,111,25,399,33,101,139,88,310,4904,1941,216,160,351,478,131,311,339,653,93,91,4036,534,2247
290,1078,289,28,391,46,123,112,106,312,580,1906,219,127,366,476,128,349,1157,599,93,65,532,220,2245
258,1132,1055,25,393,33,102,94,85,336,569,1941,263,132,351,475,129,356,562,551,92,59,899,222,2248
255,1221,89,25,392,33,102,99,83,292,569,1954,218,285,350,485,128,311,837,660,91,66,4144,255,2251
255,1055,54198,27,390,33,104,42092,81,345,568,1954,218,125,359,474,128,306,733,591,90,128,4439,362,2264
263,1212,114,23,391,32,101,98,82,328,591,1907,218,127,354,483,130,326,813,553,102,72,5652,525,2252
258,1077,105,26,390,32,102,96,100,296,756,1924,217,126,350,472,129,307,603,577,91,59,965,344,2261
249,1075,85,25,389,33,102,114,81,286,518,1968,217,124,351,477,128,308,722,552,111,58,5633,497,2252
284,1058,343,23,390,32,102,126,84,313,518,1975,218,124,357,476,129,325,742,552,105,282,2017,270,2257
248,1148,259,25,390,33,102,96,135,287,517,1976,218,128,354,472,129,307,272,569,103,292,527,222,2242
250,1091,227,84,391,32,101,155,82,304,517,1918,217,155,349,473,129,308,734,602,119,696,891,244,2257
278,1092,228,26,391,32,102,132,85,295,516,1972,217,124,353,473,131,408,563,548,99,97,2861,318,2600
364,1073,84,25,391,33,102,120,776,347,756,3849,218,124,358,472,128,323,1809,558,91,92,892,238,2258
246,1110,88,24,391,32,102,146,86,282,516,1978,255,125,351,473,128,306,1373,594,120,94,2800,238,2245
250,1076,85,24,390,33,101,145,82,292,516,2209,220,134,347,484,129,311,166,786,108,56,534,499,2251
247,1100,83,26,392,33,101,113,98,325,517,2130,227,124,354,474,128,311,1399,595,119,80,1950,236,2254
252,1124,83,24,390,33,102,137,82,286,517,3126,219,126,357,473,132,479,1295,559,92,73,531,249,2263
255,1103,84,25,390,33,101,132,82,336,516,2285,217,125,358,478,129,350,1110,576,102,56,525,520,2255
250,1099,122,23,393,33,102,113,220,297,750,2061,216,125,361,472,130,320,900,557,105,61,1181,234,2250
252,1087,248,23,390,33,104,95,1533,395,518,2264,217,126,352,475,133,336,993,543,99,57,3306,267,2247
257,1101,220,41,393,32,101,134,84,292,516,5298,219,126,357,477,129,305,375,555,93,56,890,233,2248
249,1098,84,24,391,56,102,293,89,330,518,3267,220,126,356,474,129,308,1221,584,174,57,530,262,2273
248,1073,84,23,393,34,102,214,128,296,516,5746,220,126,348,473,128,319,1437,555,150,65,1215,441,2255
286,1054,113,23,440,34,104,98,145,296,518,5053,216,124,352,474,129,314,577,584,130,63,536,554,2253
248,1064,85,27,390,72,101,96,88,283,748,5441,216,125,352,480,129,305,1179,548,102,110,532,273,2246
252,1274,205,24,398,32,101,117,82,321,518,5685,219,128,362,473,129,309,1100,554,119,56,1114,233,2241
251,1077,86,25,391,36,103,109,87,288,517,5784,217,125,643,475,129,305,521,3513,109,58,885,274,2273
251,1076,91,26,391,34,102,138,87,291,517,5812,219,126,367,473,132,308,1317,556,97,56,553,488,2249
254,1088,258,23,402,33,102,153,93,340,516,5716,216,127,352,473,140,325,617,611,92,61,951,285,2251
256,1119,86,27,393,32,111,109,298,285,518,5893,219,125,371,472,139,307,556,551,100,74,3838,514,2256
249,1054,85,26,390,33,101,132,94,337,745,5104,219,125,354,502,130,327,643,580,98,75,530,273,2257
252,1089,880,23,391,34,102,97,91,332,516,5618,216,124,351,471,130,554,944,565,92,64,965,297,2256
254,1119,107,23,352,33,102,113,86,287,517,5487,226,129,348,474,138,306,665,592,97,58,532,242,2271
250,1201,86,29,392,37,101,98,181,290,522,5219,216,301,346,473,130,308,727,565,141,66,2433,288,2360
255,1112,246,24,391,34,104,190,149,284,516,5587,220,125,348,474,129,332,4680,565,101,68,535,256,2258
247,1111,108,25,393,33,104,125,560,283,517,5481,216,158,354,472,182,306,1623,615,99,4231,894,360,2259
269,1131,89,34,389,34,102,94,460,304,874,5603,260,125,353,473,130,307,752,581,121,76,1553,266,2269
250,1104,107,23,409,33,103,153,135,513,518,4403,216,135,350,477,133,309,332,558,104,77,891,319,2253
252,1114,86,23,403,33,107,110,82,296,516,4253,217,128,353,472,129,308,744,559,101,59,4014,252,2246
250,1136,106,25,391,38,115,104,121,290,522,3031,217,130,357,476,136,321,865,560,109,91,532,269,2257
248,1072,112,25,392,34,103,152,217,294,516,5442,216,123,357,472,165,310,1482,567,101,58,541,244,2252
250,1203,110,26,390,33,103,161,150,287,517,4229,219,128,354,477,160,307,1230,572,96,2745,700,263,2257
252,5363,86,39,408,34,101,95,127,280,747,2669,216,132,350,476,131,308,1232,564,92,57,1627,266,2255
265,1092,109,60,391,60,3093,107,198,300,519,3245,220,129,351,3379,130,331,756,557,93,58,910,520,2283
266,1715,913,42,392,32,101,118,92,284,516,3439,216,124,352,473,129,313,472,567,109,58,808,284,2246
250,1479,227,40,392,33,103,93,90,310,516,5440,219,127,348,472,130,307,843,577,99,86,567,487,2254
249,1096,107,22,397,34,102,153,83,296,517,9268,216,301,353,472,132,306,420,555,93,58,879,291,2260
245,1468,85,34,391,33,105,183,82,299,516,6656,223,131,352,474,130,308,1098,556,102,63,570,601,2248
258,1055,106,36,390,33,104,98,91,282,744,5987,220,124,353,472,129,325,1318,555,94,80,1704,270,2253
249,1075,106,25,391,33,102,109,82,287,517,6295,216,129,366,473,136,324,1925,586,98,75,1009,283,2257
256,1068,109,26,391,33,102,164,85,314,515,5509,216,124,358,478,132,306,727,589,93,62,3827,270,2396
252,5126,139,28,390,33,102,204,91,294,516,2105,275,129,356,472,130,342,432,563,94,63,524,272,2251
253,1094,112,26,392,34,101,157,81,290,516,5494,219,129,347,477,131,306,1290,567,93,73,530,262,2273
248,1113,115,25,391,32,101,115,90,319,520,4327,219,129,352,476,137,307,979,546,92,63,530,270,2267
255,1130,106,27,392,33,108,124,118,341,746,5413,217,125,358,471,129,331,1253,9501,97,62,1069,262,2262
250,1109,102,23,392,34,103,93,86,292,517,6235,216,131,368,472,130,365,400,615,119,68,701,291,2262
249,1102,84,25,412,33,101,144,96,286,516,5496,217,128,352,472,130,394,1294,561,91,59,1096,254,2260
250,1086,106,27,390,33,102,120,83,281,516,3637,218,130,359,473,128,331,1467,550,102,58,1354,242,2253
254,1081,1064,24,419,33,102,184,82,336,518,3756,219,125,354,471,128,307,892,544,100,60,529,288,2256
254,1244,135,26,394,32,102,115,97,281,517,6241,218,154,410,472,132,307,1627,581,105,58,532,265,2259
256,1307,107,24,390,33,104,109,82,293,744,3556,220,130,358,521,129,307,345,566,91,59,897,268,2486
252,1089,108,25,391,33,101,96,92,326,517,3861,246,168,351,474,133,326,403,646,91,58,1050,1927,2247
251,1108,108,32,390,33,110,126,104,363,518,2433,231,124,359,474,133,323,1392,552,92,59,527,522,2263
250,1062,131,24,391,33,104,93,83,291,517,2075,216,125,354,472,130,308,707,555,104,59,531,293,2259
254,1204,86,24,395,33,103,275,81,289,516,3041,221,129,351,475,131,315,1185,759,93,56,701,529,2254
247,1104,106,26,389,32,103,228,122,299,516,2057,219,154,350,472,145,311,3716,547,95,79,712,250,2271
252,1464,240,25,486,32,101,132,83,311,749,1991,259,125,350,474,129,306,1074,564,92,60,534,403,2246
252,4839,132,23,390,32,288,108,230,328,516,4325,219,128,351,474,130,307,1623,546,92,59,1352,501,2255
250,1055,86,26,389,33,101,108,88,324,518,2517,220,127,347,475,129,308,642,965,93,57,983,520,2260
252,1103,85,56,390,34,102,133,82,301,517,2103,219,124,354,476,128,309,160,8119,91,71,889,245,2250
252,6510,88,30,391,32,101,138,81,289,517,2497,217,125,357,472,130,310,1959,557,91,419,701,242,2258
250,1534,113,24,394,136,102,95,80,289,516,1970,217,125,354,480,128,307,520,546,92,56,887,518,2248
246,1105,102,24,392,32,101,110,82,323,745,2572,219,125,350,473,128,813,679,553,95,58,708,506,2252
250,4078,82,24,389,34,102,93,148,284,568,2174,216,126,358,473,131,309,1074,545,97,56,893,519,2270
251,1066,86,25,396,33,101,111,81,303,516,3194,225,124,380,475,131,308,464,593,91,56,714,424,2286
253,1167,85,24,391,33,103,107,189,302,516,2067,220,125,357,472,128,311,948,549,92,165,533,316,2259
252,1133,86,24,393,33,101,154,363,291,517,2359,216,154,356,475,131,307,593,546,92,56,532,288,2250
251,1123,85,26,390,33,103,95,81,283,516,11033,218,127,358,7032,128,326,1174,949,90,56,1484,240,2255
250,1411,106,24,390,64,102,118,476,281,755,1977,219,125,354,473,128,313,470,550,93,56,893,234,2258
248,1055,108,25,391,34,104,96,82,324,516,2402,221,129,353,473,128,323,1536,551,156,56,891,531,2255
249,1113,261,25,390,40,101,100,83,283,517,2212,216,124,348,474,129,307,679,556,92,58,699,545,2256
248,1059,86,25,391,32,102,122,81,289,516,1944,217,130,354,472,130,305,542,614,92,58,535,674,2259
254,1125,85,24,390,33,103,163,82,284,517,2023,296,124,357,472,128,810,117,569,101,61,885,262,2250
246,1097,132,26,400,33,106,140,81,283,517,2031,220,125,357,473,128,429,111,623,102,97,530,240,2248
250,1109,84,24,390,69,101,106,83,288,748,2743,219,127,350,472,129,305,210,612,91,76,1651,1061,2248
244,1067,240,25,392,32,112,94,124,278,519,2088,221,125,351,478,129,308,938,544,118,57,975,735,2262
251,1065,85,28,394,34,102,98,121,284,516,1939,218,124,357,499,131,309,633,564,92,56,1442,241,2272
248,1101,84,23,392,34,105,111,114,288,517,1975,216,125,350,472,128,305,950,571,94,57,1175,225,2254
252,1102,83,26,391,34,104,145,92,295,526,1941,218,124,358,473,128,307,593,633,96,56,529,242,2256
256,1108,140,24,391,32,103,110,82,289,516,2292,222,124,353,476,128,309,702,546,91,64,1237,280,2354
244,1057,220,25,390,33,101,95,596,333,699,1922,217,126,396,474,130,304,1206,564,90,59,3195,302,2259
253,1096,82,24,392,185,101,96,676,304,516,1930,216,125,375,472,128,307,1520,604,90,56,1177,506,2509
267,1079,84,24,391,34,105,139,722,306,517,1931,219,124,347,475,129,308,531,560,99,57,539,240,2483
252,1140,109,24,393,32,102,110,254,301,517,1949,221,125,353,474,129,306,589,563,111,69,907,235,2263
255,1088,85,23,391,33,102,5328,82,294,517,1899,217,125,355,473,129,306,3083,580,103,67,527,285,2240
250,1056,83,25,391,38,103,95,84,290,517,1985,217,154,353,471,130,320,1271,957,102,63,969,520,2256
493,1330,82,24,390,33,102,95,82,325,701,1974,244,130,348,475,128,309,745,557,102,59,528,263,2254
250,1134,85,23,391,33,106,114,81,298,514,1930,217,126,346,473,128,556,462,598,100,68,940,519,2643
256,1119,223,25,391,32,102,94,102,283,518,1984,216,126,345,473,130,311,677,565,101,672,957,259,2258
258,1111,246,24,391,32,101,111,82,336,515,1979,217,125,352,473,128,310,1134,566,101,79,3820,229,2254
257,1072,84,22,395,33,104,7177,104,286,517,1963,219,125,346,473,130,306,1050,560,259,56,887,244,2256
