Server_1,Server_2,Server_3,Server_4,Server_5, Server_6,Server_7,Server_8,Server_9,Server_10,Server_11,Server_12,Server_13,Server_14,Server_15,Server_16,Server_17,Server_18,Server_19,Server_20,Server_21,Server_22,Server_23,Server_24,Server_25
246,1078,86,24,391,33,101,121,83,294,518,1911,219,125,356,475,128,307,554,570,99,56,532,238,2257
251,1091,87,22,393,34,101,108,93,291,2956,1941,219,125,352,473,129,352,658,556,92,62,1357,508,2960
248,1179,83,23,393,32,103,97,90,295,527,2016,218,158,369,480,128,317,1710,551,90,88,880,256,2249
253,1136,207,24,393,33,104,107,105,308,517,1940,217,125,358,474,130,307,1284,607,98,80,526,234,2241
262,1091,86,52,394,33,104,93,714,282,517,1992,217,132,365,475,130,324,673,551,103,78,879,480,2249
262,1059,84,26,391,35,105,186,83,308,518,1931,216,126,346,475,128,308,672,552,117,56,887,645,2286
263,1491,87,25,393,34,105,110,82,290,516,1965,217,124,352,478,129,311,2003,545,91,61,533,641,2245
264,1069,84,24,391,33,104,94,97,322,701,2095,218,123,353,473,130,331,1368,600,89,57,893,236,2295
263,1078,84,23,390,34,102,108,91,299,515,1978,217,124,354,472,128,323,1164,564,90,65,2613,243,2240
261,1052,84,25,393,33,102,138,83,290,516,6312,221,124,354,474,129,307,1153,540,92,71,888,246,2235
270,1068,85,22,391,32,101,93,82,291,516,2142,216,155,368,477,128,340,721,549,114,59,2425,255,2236
258,1077,265,23,390,36,101,97,84,288,517,3595,218,126,385,473,128,309,1039,551,91,72,528,483,2238
267,1066,83,24,394,33,105,132,81,314,518,2044,216,125,356,472,131,323,1237,633,91,64,4392,233,2237
264,1079,84,26,392,33,102,96,82,285,705,5281,217,124,357,472,128,307,706,661,91,61,4320,240,2240
277,26974,85,24,393,33,102,108,84,284,516,3077,216,128,401,485,323,308,977,574,92,59,531,277,2250
254,1088,229,26,390,59,102,5152,81,278,517,4709,236,124,353,472,130,556,726,551,93,58,1066,258,2249
262,1103,84,25,389,33,102,95,395,288,516,1980,219,125,347,473,128,307,749,605,109,88,528,235,2262
256,1408,86,26,391,33,105,111,81,277,516,2010,217,126,352,471,132,325,1011,608,100,60,1997,521,2245
259,1073,104,25,391,34,102,113,83,314,518,2274,264,129,351,476,129,323,953,558,115,82,869,255,2316
259,1396,85,25,390,33,102,110,105,282,724,3319,218,125,354,477,130,323,669,562,107,64,533,233,2240
256,1073,200,26,390,38,101,100,126,290,517,5190,217,128,349,472,128,310,1194,556,106,65,528,256,2239
255,1492,84,25,393,33,101,5146,81,358,517,6204,255,125,354,475,130,307,556,549,151,64,623,237,2384
259,1120,86,25,407,38,104,113,89,291,518,3345,217,127,359,473,130,306,543,588,96,57,1033,517,2247
254,1405,215,26,685,33,104,111,81,377,519,5600,221,125,358,472,129,308,296,557,104,60,532,391,2242
253,1075,83,26,390,32,103,99,85,284,516,4527,216,141,357,472,128,305,407,570,92,113,1042,252,2241
275,1089,84,25,390,33,103,95,83,286,2712,2400,216,128,364,478,128,308,2480,558,93,66,1486,262,2239
268,1103,235,25,392,33,102,46509,82,325,527,4091,306,253,351,496,175,309,606,594,121,56,1048,280,2244
259,1133,104,192,474,33,102,200,1305,314,434,2442,216,123,358,472,128,310,494,555,91,102,527,280,2286
923,1691,84,26,391,34,275,95,229,441,578,5695,218,124,351,470,130,411,478,586,92,57,907,237,2305
257,1127,84,25,391,33,101,107,82,288,517,5106,217,128,351,471,128,306,595,547,92,58,3826,241,2250
259,1104,87,24,409,33,101,129,101,292,523,3390,220,125,358,472,129,312,213,548,91,58,533,235,2244
256,1110,84,24,391,33,102,93,83,372,713,2212,218,155,357,471,130,318,824,564,107,62,886,239,2250
255,1101,83,23,390,33,102,109,81,330,517,4870,220,126,354,472,128,340,598,577,91,58,542,392,2238
255,1113,151,26,390,32,103,93,82,286,516,2031,217,125,354,473,128,556,232,549,100,92,1174,508,2246
256,1100,105,23,396,33,100,110,83,293,518,2913,220,124,360,474,131,324,112,624,99,58,2891,259,2238
257,1119,88,25,390,33,103,111,94,292,516,1958,218,124,353,473,130,308,192,548,126,56,898,231,2283
259,1112,85,24,390,33,104,153,82,331,517,3258,220,126,357,475,129,316,212,551,110,67,533,269,2233
270,1145,106,25,390,33,101,109,82,292,699,1988,219,126,348,475,129,308,224,548,95,76,1111,417,2240
259,1094,85,26,389,32,102,131,82,319,517,3855,272,125,367,474,130,306,261,547,103,56,893,342,2239
256,1058,187,24,390,33,102,108,82,290,518,2932,217,123,366,473,128,312,349,612,110,65,527,263,2242
252,1158,107,23,392,33,103,102,83,294,517,1981,218,124,351,478,128,305,370,630,96,60,538,424,2240
256,1109,84,25,390,33,102,115,82,286,516,2010,219,126,352,484,130,322,329,580,93,2066,1007,511,2242
258,1123,85,23,391,33,101,5153,82,292,519,2054,219,126,358,479,129,307,435,554,111,62,525,285,2244
256,1059,324,23,390,33,102,5101,84,287,699,2042,219,124,351,476,128,321,213,624,92,58,1156,365,2251
259,1241,107,26,393,33,107,126,82,287,517,2207,218,125,357,472,131,310,380,578,98,60,1100,517,2297
300,1178,84,25,391,32,103,115,82,338,516,6140,220,125,359,472,128,323,261,562,93,70,889,252,2248
256,1289,237,23,392,32,102,150,81,286,519,5923,220,129,353,474,128,309,134,584,94,61,898,256,2250
253,1092,84,24,390,34,105,125,84,293,516,6085,218,154,355,475,128,309,138,557,103,82,526,259,2255
260,1129,87,26,391,34,102,95,88,341,516,2301,258,130,347,473,128,308,413,551,100,68,1057,236,2249
264,1107,106,23,394,33,102,109,81,299,700,2261,218,125,352,476,129,324,309,657,100,3548,527,280,2247
262,1118,82,27,391,34,103,231,83,287,517,2652,219,159,358,472,130,307,229,543,100,70,527,286,2246
275,1128,85,22,390,32,101,105,83,328,517,2426,217,153,354,474,128,309,174,554,111,56,949,243,2250
251,1124,83,23,391,33,102,129,90,287,517,1971,221,124,354,474,130,325,177,723,100,58,1031,286,2866
260,1107,83,26,390,34,102,110,86,316,516,2172,217,130,348,473,130,668,200,566,147,94,885,285,2250
260,1110,85,24,390,31,103,96,110,291,517,1992,218,126,354,473,141,306,177,683,99,73,551,236,2308
259,1139,83,24,391,154,101,94,81,301,700,2235,217,130,358,487,138,306,159,564,100,65,3832,266,2246
260,1505,107,24,389,32,101,95,87,290,516,3058,217,127,347,474,130,323,309,551,111,92,527,255,2248
255,1121,85,23,390,32,103,104,695,290,516,2134,219,163,351,484,133,478,303,556,90,7497,947,255,2252
259,2731,150,25,394,33,102,2217,91,314,517,2233,223,123,357,472,138,306,196,554,93,58,534,252,2250
262,2459,86,27,389,63,109,111,118,330,520,2026,220,125,351,473,138,342,130,631,93,60,961,370,2257
255,1121,85,24,389,34,104,95,592,300,518,2109,222,130,357,475,130,307,230,571,96,58,2550,509,2251
253,1098,85,24,391,32,100,110,170,284,700,2058,217,128,367,480,128,308,162,598,110,62,3820,505,2254
256,1124,112,26,389,33,105,118,157,295,516,2432,220,134,356,476,132,330,179,564,308,5056,1029,706,2324
255,1109,84,23,392,33,101,95,150,396,517,2767,218,141,358,479,139,557,120,556,105,59,1375,272,2238
255,1131,84,24,391,72,103,4312,266,356,516,2139,219,126,352,475,132,306,113,543,94,57,1293,506,2250
255,1110,84,27,390,33,102,137,107,296,523,1915,218,127,351,476,137,313,175,553,95,58,542,603,2254
252,1104,115,24,389,33,101,114,249,287,516,2009,220,124,355,473,129,310,151,556,107,61,530,263,2252
257,1368,103,25,396,32,103,118,799,325,701,1981,218,124,360,472,130,321,193,544,119,65,1179,257,2249
253,1126,108,24,393,33,115,108,82,297,516,1904,221,188,352,474,129,306,139,554,102,56,885,242,2262
257,1140,91,24,391,34,103,96,133,297,517,1995,219,130,349,473,130,308,140,545,584,58,526,567,2250
258,1121,164,25,393,33,101,172,82,298,516,2301,254,130,353,472,128,308,273,553,98,18609,532,739,2254
266,5110,108,26,390,33,105,109,86,320,518,2059,220,124,351,479,130,305,159,547,101,59,3193,702,2246
257,1111,85,24,390,33,101,110,82,278,517,2564,218,130,361,471,128,307,297,587,92,61,691,580,2246
258,1146,111,25,391,34,102,96,95,312,700,2199,221,168,362,489,142,306,191,598,93,61,547,354,2251
253,1108,139,24,394,33,102,113,155,284,517,1897,219,128,359,480,132,308,193,566,92,57,1175,264,2252
258,1076,86,27,392,33,105,121,712,287,524,2025,218,128,358,477,130,307,129,555,91,93,551,253,2250
255,1408,82,24,390,34,104,121,95,295,518,1975,219,130,353,472,130,799,145,3509,93,63,4305,261,2249
261,1105,105,25,390,33,102,135,81,374,525,1931,217,131,356,482,135,308,179,557,93,59,527,254,2255
254,1527,116,25,9321,32,101,111,86,291,516,1897,217,129,355,479,131,312,147,558,92,68,705,260,2252
253,1064,105,35,400,33,105,98,83,284,2756,2142,218,127,357,474,128,306,154,563,92,68,3814,525,2242
271,1127,105,48,390,39,101,139,91,278,519,1968,219,136,355,473,130,311,123,560,96,104,710,259,2245
261,1105,83,23,390,725,107,101,83,286,517,1984,217,124,346,478,131,336,112,587,92,58,2526,256,2252
254,23111,133,26,391,33,103,108,251,292,519,2094,218,125,360,474,130,333,257,571,93,63,527,257,3373
253,1117,175,24,392,33,102,107,96,293,518,2142,218,125,355,480,147,587,176,544,3615,62,699,237,2256
253,1237,105,23,391,34,102,94,278,291,517,1951,217,134,346,473,132,306,368,542,91,59,1032,256,2260
257,1097,106,24,390,33,102,122,82,297,700,2062,220,126,354,472,136,310,177,554,94,59,703,236,2252
265,1494,132,25,390,34,103,2213,84,285,517,1991,218,125,374,474,134,831,381,546,93,58,897,228,2253
254,1861,104,25,393,33,103,97,1101,314,517,1952,219,134,353,473,130,310,136,596,94,59,1786,1888,2263
257,1120,84,25,390,32,103,98,85,314,516,1943,219,130,352,475,130,310,389,560,99,58,951,241,2253
258,1227,84,24,391,34,101,110,82,287,519,1963,220,127,357,475,132,309,126,558,94,58,696,281,2249
251,1095,116,24,389,33,102,107,82,298,516,1942,218,134,356,477,131,307,389,552,91,59,1201,523,2244
259,1080,106,36,389,33,101,93,91,331,701,2036,217,130,357,473,158,311,171,570,91,60,887,264,2251
259,1098,105,29,391,32,101,2830,97,292,517,2006,219,126,353,472,129,310,148,545,105,59,561,479,2252
256,1105,107,22,390,32,102,107,83,284,517,2009,218,126,360,474,129,306,141,553,93,59,528,518,2303
254,1090,139,261,392,32,100,106,84,284,516,1993,221,125,347,474,128,980,498,552,102,59,695,279,2253
254,1108,104,26,391,32,102,41998,82,281,516,1966,220,131,358,482,132,309,229,545,116,58,524,501,2255
256,1061,83,25,390,33,104,108,820,284,516,1991,254,124,355,476,130,328,127,549,98,65,1057,551,2260
260,1060,88,23,393,34,104,94,160,281,750,1977,218,132,353,476,129,306,231,588,116,60,890,273,2252
254,1113,112,27,394,34,105,2233,126,286,517,2005,223,290,352,471,132,315,186,544,98,56,695,287,2558
261,1115,84,23,390,34,104,93,83,309,519,1966,217,131,356,473,128,361,200,560,114,68,696,237,2265
255,1102,83,24,391,77,106,116,94,297,518,1981,218,126,351,475,153,310,240,547,97,59,692,287,2244
261,1130,122,25,393,32,103,131,319,1103,517,1967,217,140,357,477,131,312,206,565,107,58,1106,562,2253
258,1115,116,23,400,35,105,125,84,291,518,1957,218,125,354,473,130,332,154,553,93,56,532,252,2504
263,1132,84,34,391,75,105,116,95,303,765,1956,221,128,371,473,130,308,254,554,93,62,892,360,2254
253,1079,86,25,390,33,102,7216,90,289,516,2000,218,124,357,472,129,307,284,590,91,58,529,271,2252
266,1058,89,22,391,32,102,107,83,290,517,1968,217,124,357,475,130,321,225,549,92,3934,1348,238,2253
259,1083,85,22,529,42033,102,156,88,295,517,1980,218,155,352,473,131,308,264,549,101,589,530,265,2256
261,1126,87,26,402,32,101,106,82,355,518,2000,220,124,351,474,131,314,240,542,93,57,1053,328,2250
253,1114,83,24,399,33,102,94,85,327,517,1977,235,126,357,475,129,447,200,552,101,58,881,500,2242
260,1067,83,25,391,416,102,108,92,288,751,1942,219,125,351,473,130,308,170,542,91,56,889,253,2242
261,1059,84,24,394,33,101,2325,83,293,517,1942,218,124,357,473,131,310,201,539,96,55,530,263,2259
257,1072,85,25,391,715,104,41988,82,286,516,2000,219,126,382,474,129,556,114,544,92,58,526,242,2252
256,1056,90,27,390,33,102,109,96,290,518,1923,220,125,360,481,130,307,145,552,92,56,528,488,2253
258,1063,106,25,392,37,109,93,689,351,516,2113,220,124,355,473,131,307,255,552,93,56,870,284,2252
254,1102,85,24,391,33,102,107,87,352,518,1934,260,132,354,475,131,309,152,553,92,62,696,225,2254
253,2568,82,24,392,32,103,95,81,296,750,1922,219,124,358,488,130,309,142,551,100,61,526,565,2253
252,1061,84,25,392,33,102,2230,83,320,518,1976,219,126,366,474,128,853,197,655,91,70,531,291,2253
260,1066,85,27,390,641,102,94,92,292,519,1956,221,126,358,474,128,727,390,777,90,56,531,521,2251
254,1097,85,27,394,32,101,93,283,344,517,1977,217,127,352,475,128,306,430,616,91,102,538,302,2506
255,1172,86,24,391,32,103,108,113,370,647,1982,437,154,364,477,129,306,419,592,117,61,539,478,2253
267,1069,84,24,394,32,102,95,82,306,516,2005,218,124,479,475,129,326,160,544,103,88,4666,255,2254
254,1126,83,24,397,33,102,100,87,350,750,1986,217,127,363,479,130,309,137,595,93,68,541,615,2254
268,1102,86,23,390,619,102,7244,82,289,517,1966,221,125,360,472,128,326,345,549,102,60,528,295,2249
469,1105,84,25,393,33,101,108,81,293,517,1979,219,125,349,481,129,309,221,555,101,61,529,239,2260
259,1175,84,25,399,33,116,97,83,346,517,2005,217,127,356,475,128,318,215,558,106,62,1233,234,2249
264,1084,82,25,392,34,107,109,82,341,519,2208,218,126,356,475,131,309,271,565,91,63,525,243,2248
257,1315,82,23,392,33,104,96,82,513,496,1962,229,126,359,474,129,318,395,556,102,60,566,277,2242
261,1419,83,25,393,33,102,119,82,290,697,2175,217,125,357,476,128,305,140,544,110,58,888,252,2244
261,1102,84,26,390,35,103,5138,326,301,519,2033,219,125,358,477,130,309,122,555,118,72,1017,285,2250
261,1068,255,25,392,33,101,108,753,297,517,5715,220,126,350,475,128,308,1001,574,103,57,803,298,2245
265,1082,82,24,393,33,103,110,126,284,522,5855,218,128,347,473,128,306,175,551,92,56,540,236,2241
598,1241,85,116,391,35,103,101,81,331,516,6543,219,174,356,475,130,310,399,554,101,6057,533,245,2238
260,1391,112,26,398,33,102,96,84,295,516,7393,218,126,356,663,130,321,558,555,106,66,527,268,2245
271,1064,84,25,392,36,103,117,86,347,704,5963,248,125,357,476,129,312,212,593,105,61,881,294,2257
262,1064,83,25,390,33,104,5186,85,375,516,6472,219,125,357,475,128,307,190,545,98,81,2595,271,2242
256,1056,82,25,391,35,104,155,84,310,518,9140,220,124,368,479,128,316,123,548,98,56,808,419,2242
266,1110,83,24,391,33,102,95,82,291,517,7248,219,126,358,472,130,307,2942,577,95,75,1109,365,2245
270,1063,85,24,392,32,106,121,81,296,518,7522,220,131,351,474,128,312,329,595,91,66,914,492,2246
256,1101,84,26,391,32,102,96,260,380,517,24388,220,125,354,472,129,321,346,690,101,68,1032,304,2300
264,1061,85,25,391,33,102,110,82,364,855,7753,218,128,366,473,132,309,291,554,148,3552,889,233,2240
263,1061,83,24,401,34,102,102,168,294,516,54230,219,127,351,474,128,309,159,597,94,64,698,226,2316
256,1094,96,24,392,33,107,180,428,331,517,11573,223,124,359,474,128,307,199,563,93,66,879,248,2240
269,1092,114,24,392,34,102,107,117,368,2616,6278,228,157,352,475,129,307,332,573,101,63,893,389,2307
252,1066,171,24,392,33,105,187,82,311,516,7666,219,131,357,473,135,327,427,568,96,77,532,247,2240
263,1070,83,25,410,33,24220,114,1634,354,516,6284,218,126,389,478,131,312,136,655,94,78,1039,223,2244
286,1161,85,26,392,32,102,95,83,372,517,6439,219,125,364,476,130,305,158,552,102,66,533,280,2242
256,4676,88,25,392,32,101,120,84,299,530,10618,217,125,347,486,128,340,168,678,115,57,893,349,2241
261,1088,274,24,390,33,102,106,83,320,518,13070,217,133,346,478,128,311,239,602,107,60,811,225,2247
264,1246,83,63,391,34,102,93,81,280,2884,13305,217,126,365,479,129,307,542,696,105,57,958,226,2240
254,1079,84,23,391,32,102,118,84,309,518,6731,221,129,357,477,130,574,134,566,91,4242,962,256,2240
259,1084,116,27,391,654,102,109,82,333,515,10474,218,131,358,473,127,307,404,747,92,61,534,216,2241
258,1069,83,26,390,33,330,189,83,291,517,6563,220,129,358,478,128,326,182,621,103,7547,936,231,2240
264,1072,84,24,393,34,103,5386,81,299,517,6368,223,291,461,474,131,307,113,558,118,8237,1189,256,2245
256,1064,107,26,531,33,103,2937,87,297,517,5975,218,124,355,475,129,388,266,554,103,98,534,595,2234
264,1078,101,27,392,35,101,115,84,356,2883,6897,218,124,356,421,129,307,147,548,97,72,533,262,2240
258,1056,86,25,391,33,102,108,82,297,517,7542,217,127,353,414,129,310,171,564,104,112,969,203,2251
260,1091,84,30,392,33,113,141,85,346,517,6236,218,133,367,412,128,307,205,605,100,66,875,431,2244
255,4701,91,25,499,32,103,101,85,365,516,9395,219,125,347,413,128,326,705,2122,101,7599,541,233,2252
257,1093,85,23,408,33,102,5150,82,480,516,9391,218,125,352,417,128,324,167,553,108,61,536,228,2245
259,1078,85,36,394,60,103,112,355,318,517,18540,218,126,351,410,128,331,125,825,108,66,836,243,2256
254,1054,101,23,391,33,103,107,86,349,2892,24440,227,124,347,410,130,305,169,557,93,90,527,264,2252
263,1071,105,22,393,35,416,100,86,333,518,13489,217,128,355,420,129,313,135,553,91,61,940,276,2250
253,1059,85,25,392,32,101,95,86,329,517,9276,220,125,352,482,128,311,156,751,94,92,2357,258,2257
259,1094,104,24,393,33,101,98,87,324,517,6300,219,131,354,410,129,568,119,615,99,93,896,230,2258
262,1189,85,25,391,33,102,2220,83,385,517,11957,218,125,352,413,128,307,157,591,115,59,530,240,2253
256,1128,84,29,390,433,102,101,533,328,517,5619,218,128,352,419,128,306,151,558,93,60,1207,220,2252
262,1093,84,23,390,33,101,109,83,352,2889,2361,219,124,356,416,127,308,277,553,121,56,3818,325,2251
258,1110,83,23,390,32,102,115,84,323,518,4393,218,124,357,411,129,323,408,560,100,574,2425,508,2257
263,1085,86,27,391,33,100,95,83,298,517,6100,219,126,346,410,128,308,480,581,99,138,532,217,2246
257,1103,98,25,392,33,104,102,89,315,515,5911,218,124,415,412,128,327,248,590,92,4274,1311,242,2255
270,1074,144,24,390,33,102,2593,83,368,516,7953,221,125,359,424,130,312,192,565,100,58,947,280,2256
258,1091,85,24,392,33,102,111,85,303,519,6814,219,125,358,412,128,344,291,578,213,72,1146,207,2253
255,1078,85,25,391,34,102,97,89,289,2884,8294,218,124,362,413,128,308,312,652,106,73,1387,233,2259
267,1109,85,25,391,33,102,106,85,295,518,5893,217,125,351,413,128,305,481,626,91,58,1034,240,2257
253,1204,85,27,391,34,102,121,83,309,516,6149,220,124,391,412,130,312,261,609,92,84,533,230,2620
258,1099,84,23,391,33,103,109,86,341,517,5728,218,124,362,412,130,307,217,607,104,167,948,245,2253
267,1079,82,23,393,34,103,5174,83,286,517,6323,390,125,357,410,128,320,356,544,158,83,529,227,2252
260,1068,83,26,393,33,102,110,82,330,516,5351,219,126,355,416,129,309,514,563,107,102,1391,210,2256
264,1108,86,23,391,33,103,106,86,298,2882,4428,219,125,359,412,128,310,208,567,104,219,1030,196,2257
267,1069,82,25,391,33,102,94,83,286,517,2048,221,127,362,410,131,512,213,554,115,89,531,373,2251
256,1073,84,24,390,34,102,109,83,324,517,2445,217,141,353,410,130,306,350,589,100,67,2427,214,2254
259,1103,150,26,397,43,102,95,81,290,566,1975,223,284,553,411,130,354,135,562,117,65,2432,702,2261
257,1117,110,24,390,32,458,2227,82,282,552,2222,217,125,352,414,135,367,189,624,94,57,1030,218,2319
261,1165,869,24,392,33,104,367,93,287,592,3188,217,133,346,413,141,325,401,1223,101,56,873,220,2302
266,1104,85,25,883,36,101,111,82,281,2948,2173,219,130,353,416,133,323,155,556,107,63,1374,303,2255
1016,1809,84,742,392,542,102,96,249,350,518,2751,219,125,347,411,128,328,110,570,102,64,1156,223,3303
258,1112,84,25,391,35,101,101,566,303,520,2134,219,166,348,482,135,308,409,552,109,80,807,239,2267
250,1059,84,24,396,34,117,108,82,329,516,2077,218,158,346,472,128,325,1257,560,93,142,550,398,2254
263,1054,449,26,390,61,102,5142,214,289,558,2009,218,130,358,472,129,339,145,573,98,67,918,215,2278
277,1259,84,24,511,34,289,96,158,294,515,2196,219,125,362,474,128,306,122,636,95,56,551,237,2653
726,1483,132,324,389,123,102,228,105,300,2877,2005,220,127,359,496,134,336,152,733,109,65,1476,232,2427
256,1390,112,27,491,34,101,109,152,293,518,1977,221,129,362,478,129,336,137,580,97,61,1285,312,2340
266,1094,110,26,398,35,102,115,202,284,517,2131,217,124,350,501,130,320,188,912,99,56,985,231,2570
259,1081,273,26,393,33,101,97,136,285,517,2007,223,125,367,473,134,309,355,688,97,57,952,229,2277
257,4224,122,25,392,35,104,5138,340,304,516,2217,217,129,350,475,130,310,247,568,94,61,4029,225,2280
385,1260,107,23,390,33,102,119,756,289,516,2241,227,125,353,474,129,306,170,793,93,65,892,249,2275
253,1056,83,24,392,33,102,108,151,286,2883,2370,227,157,347,475,130,307,203,615,92,58,960,236,2268
260,1059,84,25,393,35,106,107,95,281,516,1997,229,124,352,472,129,309,181,553,93,59,539,205,2253
258,1103,143,24,392,34,102,95,83,309,516,2402,222,129,353,474,132,308,440,554,108,70,2829,272,2264
261,1056,106,23,394,125,105,108,94,288,516,4874,218,130,373,471,128,312,156,560,91,620,1610,217,2268
385,1247,88,30,393,33,102,5161,92,319,521,1955,219,128,354,478,130,312,409,573,92,56,603,217,2260
255,1055,1075,23,390,33,109,105,95,283,517,2095,227,130,356,472,130,305,410,542,93,60,614,394,1719
260,1099,112,24,390,42033,104,106,382,284,4898,2537,216,136,350,474,131,309,185,504,93,589,565,218,2256
254,1057,125,25,392,33,102,109,93,283,516,2201,217,131,349,481,137,309,260,565,94,61,588,222,2291
256,1186,104,25,394,33,101,133,93,286,521,1996,219,129,354,473,130,315,126,544,98,67,1050,271,2263
276,1096,84,37,393,34,107,94,94,302,528,2080,218,131,351,15105,135,317,120,567,104,63,1123,240,2291
262,1307,119,25,390,33,104,5149,569,289,517,3411,219,129,354,479,130,308,126,551,93,59,528,236,2297
253,1073,106,25,471,33,102,93,86,283,517,2169,218,124,344,473,128,312,151,559,92,58,529,218,2264
268,1189,114,26,391,35,103,101,89,304,2832,2146,217,125,347,475,138,350,137,568,98,58,4006,241,2278
258,1062,108,49,390,33,101,94,82,282,516,2042,217,125,353,475,134,1748,162,561,93,61,911,212,2900
261,1106,133,24,391,33,103,113,155,284,524,1968,218,125,356,473,128,355,121,559,96,58,719,214,2292
257,1072,108,25,389,33,103,110,812,288,518,3429,218,128,467,473,130,461,114,571,101,58,726,240,2261
259,1486,88,25,390,34,104,5149,91,426,516,2280,217,125,374,474,130,308,254,546,103,61,1173,235,2317
257,1061,84,25,390,33,101,110,82,289,516,2206,217,124,348,473,131,308,163,563,95,58,1061,231,2254
254,1062,112,24,391,33,102,94,82,291,3025,4087,218,125,380,476,128,335,233,559,90,56,703,1079,2260
257,1055,108,24,390,34,101,112,82,328,516,2381,219,124,359,472,131,312,237,562,100,57,707,1318,2251
256,1059,105,36,390,33,102,95,82,288,518,2024,219,131,351,479,131,380,191,547,100,57,885,231,2262
255,1087,107,25,389,32,102,107,90,287,517,3282,217,127,358,472,130,311,251,552,104,58,893,234,2314
250,1123,84,30,392,33,104,189,82,288,517,4719,219,124,430,474,133,310,152,550,92,56,699,228,2261
254,1077,104,26,389,32,102,98,98,291,516,2002,218,126,491,487,130,306,141,552,100,25191,696,220,2303
260,1071,82,27,391,36,106,136,82,290,725,2023,218,127,351,481,128,311,280,552,92,64,885,211,2263
258,5120,86,24,391,33,105,112,83,292,516,2453,219,128,374,476,130,480,556,563,107,61,533,238,2260
256,1055,83,25,393,33,106,95,83,307,517,1968,294,128,385,474,132,316,357,570,105,57,1051,205,2258
262,1074,96,72,391,33,102,141,313,307,517,1946,221,125,367,477,132,305,147,549,151,63,529,292,2263
252,1113,83,26,391,35,102,5138,89,283,517,2303,220,125,423,473,130,331,445,689,126,4929,532,218,2390
267,1108,82,25,390,32,405,96,82,352,517,2573,222,125,371,476,130,310,441,566,99,57,1463,233,2257
255,1103,84,25,392,32,103,168,472,369,2745,4713,221,128,389,474,129,305,574,561,110,1093,527,238,2323
258,1096,84,216,410,33,103,98,297,321,518,2102,220,127,418,474,128,321,163,550,111,57,1298,216,2256
258,1095,92,22,390,32,102,106,90,302,517,2093,222,125,363,474,130,558,559,598,95,80,887,235,2259
265,1072,304,25,391,33,102,110,82,318,520,2073,219,127,452,485,128,519,297,579,91,56,531,360,2268
262,1071,112,32,394,32,108,2394,82,497,516,2079,223,125,344,477,131,314,159,562,92,67,873,1215,2249
264,1095,84,216,406,353,101,108,568,331,516,3426,246,129,366,481,131,322,125,3767,110,56,1660,331,2246
351,1145,87,33,392,34,104,95,83,313,2913,2137,222,126,364,472,129,327,178,881,154,64,697,248,2268
255,1077,84,25,393,33,102,108,245,315,520,1936,219,126,375,477,144,313,289,595,108,57,709,304,2259
519,1071,85,39,396,47,104,94,84,319,518,1923,219,133,353,474,129,328,378,566,95,56,1084,647,2265
268,1208,85,32,394,33,102,110,330,390,518,1943,272,157,363,476,131,309,325,880,105,67,531,1187,2259
260,6745,103,29,398,37,115,4685,598,304,516,2360,220,147,396,485,128,345,214,741,145,64,525,230,2283
274,1066,90,30,403,33,101,125,405,402,519,1976,220,128,378,478,130,335,611,699,113,56,960,216,2259
350,1084,121,24,404,34,109,97,122,599,3876,1989,226,129,604,475,129,308,344,780,104,60,942,238,2263
273,1204,85,28,392,36,105,94,102,295,526,1967,358,128,401,476,129,324,727,655,96,76,535,256,2264
354,1139,86,25,396,34,102,118,83,438,455,1982,227,125,440,475,137,314,227,720,115,88,871,216,2257
275,1098,86,25,396,34,104,94,213,346,519,1970,223,134,437,475,130,368,370,626,108,70,800,317,2264
281,1106,85,26,402,463,102,5141,82,389,519,1981,224,155,529,484,130,345,128,1035,114,58,3164,292,2257
319,1055,83,24,391,32,102,97,971,431,517,1943,228,156,668,477,130,327,342,569,110,60,3822,318,2259
290,1065,83,24,395,32,103,112,385,3384,3881,1925,248,126,401,477,131,312,594,591,108,123,1018,461,2258
277,1068,106,30,402,35,103,97,990,299,518,2358,226,253,364,477,129,359,252,605,113,71,1000,226,2612
277,1073,85,25,394,33,103,125,508,501,518,1981,218,128,359,479,139,308,188,613,107,85,5209,1775,2263
408,1056,84,25,392,37,103,94,84,393,560,2001,220,157,365,475,129,313,137,555,98,67,906,513,2251
293,1057,84,24,395,33,103,5176,85,414,526,2119,227,126,420,483,129,307,375,682,110,75,3042,210,2246
288,1082,96,23,393,34,102,113,98,292,518,1962,550,128,386,480,128,307,203,555,110,100,887,220,2248
279,1060,86,27,391,33,105,150,93,351,3878,2646,219,126,361,494,129,305,243,571,102,71,1743,240,2263
1101,1102,85,23,397,34,103,96,114,397,518,2140,227,129,352,7058,129,310,269,593,102,66,4290,218,2248
258,1081,85,25,396,35,107,110,89,313,517,2004,220,134,369,479,131,492,492,549,145,94,1316,293,2256
982,1081,85,23,402,35,108,112,429,319,517,3308,347,125,343,16690,138,341,514,579,109,57,1314,240,2250
399,1055,83,30,400,32,104,3218,86,358,518,1997,239,131,347,487,133,314,280,588,100,81,1396,240,2249
745,1075,82,26,398,37,645,93,86,323,518,3911,219,127,351,496,130,333,414,613,98,69,556,215,2282
932,1085,1026,27,398,38,103,575,142,630,2989,6218,221,149,378,1228,136,327,383,555,100,83,535,1111,2261
